Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
3575882402,"Jun 7, 2020, 2:11:10 AM",양수리 왕복 라이딩,Ride,"",22300,66.92,,,false,"",자이언트,activities/3817834408.fit.gz,,,22300.0,11183.0,66926.796875,11.5,5.984691143035889,439.0,424.0,94.4000015258789,255.39999389648438,49.599998474121094,0.017631202936172485,,,126.0,73.41197204589844,,,,99.00850677490234,1366.0,,31.0,,,,,,,,,,,,,,0.0,,1.0,,1591495168.0,1.0,26.579999923706055,27.639999389648438,18.489999771118164,0.6100000143051147,1012.0999755859375,2.2300000190734863,3.5399999618530273,193.0,0.0,1591474304.0,1591527168.0,0.5600000023841858,10076023.0,,0.0,,0.30000001192092896,16093.0,7.0,342.29998779296875,,,,,,0.0,,,,,,,,,,,,""
3648400595,"Jun 21, 2020, 4:29:07 AM",의정부 - 양주 - 구리 라이딩,Ride,"",19480,51.00,,,false,"",자이언트,activities/3894965353.fit.gz,,,19480.0,8900.0,51003.30078125,16.700000762939453,5.73070764541626,171.0,167.0,150.0,232.1999969482422,48.29999923706055,0.005881972145289183,,,110.0,78.22818756103516,,,,97.092041015625,1249.0,,32.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10076023.0,,,,,,,,,,,,,16.799999237060547,,,,,,,,,,,,""
3648414419,"Jun 14, 2020, 2:33:13 AM",양주시 왕복 라이딩,Ride,"",22074,63.93,,,false,"",자이언트,activities/3894980252.fit.gz,,,22074.0,10214.0,63929.69921875,11.699999809265137,6.259027004241943,142.0,155.0,146.1999969482422,224.39999389648438,41.79999923706055,0.006882559973746538,,,134.0,78.44390106201172,,,,93.38105773925781,1229.0,,32.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10076023.0,,,,,,,,,,,,,162.6999969482422,,,,,,,,,,,,""
4174950269,"Oct 8, 2020, 10:24:47 PM",오천~금강 종주 - 1일,Ride,"",27306,112.28,,,false,"",자이언트,activities/4466804882.fit.gz,,,27306.0,18732.0,112283.8984375,16.200000762939453,5.994229316711426,350.0,537.0,20.0,210.0,49.20000076293945,-0.14926449954509735,,,139.0,72.05799102783203,,,,88.35485076904297,2467.0,,21.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10076023.0,,,,,,,,,,,,,629.7000122070312,,,,,,,,,,,,""
4175073041,"Jul 8, 2020, 3:04:33 AM",의정부 왕복 라이딩,Ride,"",15224,51.82,,,false,"",자이언트,activities/4466935387.fit.gz,,,15224.0,9672.0,51827.5,14.300000190734863,5.358509063720703,141.0,122.0,154.0,231.39999389648438,28.399999618530273,0.03434470295906067,,,117.0,77.455810546875,,,,82.57077026367188,1237.0,,34.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10076023.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
6315543965,"Nov 27, 2021, 2:19:04 PM",태백 복귀 라이딩,Ride,"",1657,9.87,,,false,"",자이언트,activities/6712538515.fit.gz,,,1657.0,1565.0,9870.01953125,10.6279296875,6.306722164154053,20.0,22.0,7.599999904632568,21.0,5.442860126495361,-0.04863211140036583,,,,,,,,75.57284545898438,328.0,,0.0,,,,,,,,,,,,,,0.0,,1.0,,1638021632.0,1.0,-0.09000000357627869,-0.09000000357627869,-8.960000038146973,0.5099999904632568,1036.199951171875,1.100000023841858,1.1100000143051147,77.0,0.0,1637965440.0,1638000896.0,0.75,10076023.0,,0.0,,0.0,16093.0,0.0,318.29998779296875,,,,0.0,5.956560134887695,0.0,,,,,,,,,,,,""
6315544024,"Nov 27, 2021, 12:37:26 AM",태백 라이딩,Ride,안반데기 - 만항재 라이딩 ,33736,91.31,,,false,"",자이언트,activities/6712538511.fit.gz,,,33736.0,14450.0,91312.7890625,15.1875,6.3192243576049805,695.0,1499.0,240.39999389648438,936.0,49.74690628051758,-0.3156184256076813,,,,,,,,97.1339111328125,3794.0,,3.0,,,,,,,,,,,,,,0.0,,1.0,,1637971200.0,1.0,-2.7200000286102295,-2.7200000286102295,-10.720000267028809,0.5400000214576721,1033.4000244140625,1.0800000429153442,1.5099999904632568,240.0,0.0,1637965184.0,1638000640.0,0.75,10076023.0,,0.0,,0.0,16093.0,1.0,337.6000061035156,,,,0.0,2.7066869735717773,0.0,,,,,,,,,,,,""
6373197349,"Dec 12, 2021, 4:14:18 AM",한강 라이딩,Ride,"",15294,60.49,,,false,,자이언트,activities/6774655316.fit.gz,,9.899999618530273,15294.0,9098.0,60498.01953125,12.062108993530273,6.649595260620117,249.0,446.0,-1.2000000476837158,227.1999969482422,49.7210578918457,-0.028100095689296722,,,,,,,,99.59852600097656,2284.0,,4.0,,,,,,,,,,,,,,0.0,,1.0,,1639281664.0,1.0,3.25,-1.2100000381469727,-8.90999984741211,0.4099999964237213,1024.800048828125,5.760000228881836,9.84000015258789,299.0,0.0,1639262336.0,1639296896.0,0.30000001192092896,10076023.0,,0.0,,0.2800000011920929,16093.0,2.0,297.29998779296875,,,,0.0,3.955670118331909,1773.5,,,,,,,,,,,,""
6761443830,"Dec 25, 2021, 12:34:01 AM",문산 - 구리 라이딩,Ride,추워서 접음,7174,6.53,130.0,3,false,"",자이언트,activities/7191889711.fit.gz,,9.899999618530273,7174.0,1344.0,6532.5400390625,20.72000503540039,4.860520839691162,25.0,56.0,4.199999809265137,32.20000076293945,49.011165618896484,0.20818853378295898,,,,,,103.0958480834961,,58.734588623046875,125.0,,-7.0,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,1640390400.0,1.0,-14.510000228881836,-22.950000762939453,-29.719999313354492,0.25999999046325684,1032.0,4.869999885559082,8.949999809265137,316.0,0.0,1640386048.0,1640420352.0,0.699999988079071,10076023.0,,0.0,,0.0,16093.0,0.0,335.3999938964844,,,,0.0,0.9105854630470276,0.0,,,,,,,,,,,,""
6774982685,"Mar 4, 2022, 8:36:39 PM",제천 라이딩을 위한 터미널까지 라이딩,Ride,"",1850,11.41,162.0,39,false,"",자이언트,activities/7206452207.fit.gz,,9.899999618530273,1850.0,1794.0,11417.5703125,9.4857177734375,6.364308834075928,28.0,38.0,2.799999952316284,25.0,43.03110122680664,-0.10685285180807114,,,,,,148.66384887695312,,80.14323425292969,381.0,,1.0,39.0,,,,,,,,,,,0.0,,0.0,,1.0,,1646424064.0,1.0,0.23999999463558197,-4.309999942779541,-14.050000190734863,0.33000001311302185,1012.0999755859375,4.489999771118164,11.949999809265137,289.0,0.0,1646431104.0,1646472576.0,0.10000000149011612,10076023.0,,0.0,,0.019999999552965164,16093.0,0.0,370.5,,,,0.0,6.171659469604492,0.0,,,,,,,,,,,,""
6774982780,"Mar 5, 2022, 12:23:03 AM",제천 - 영월 라이딩,Ride,중간에 끊김 ㅠ,14079,16.81,175.0,50,false,"",자이언트,activities/7206452363.fit.gz,,9.899999618530273,14079.0,2753.0,16814.380859375,13.652050971984863,6.107657432556152,139.0,127.0,221.39999389648438,322.3999938964844,41.64106369018555,0.2188601940870285,,,,,,145.17401123046875,,106.86555480957031,548.0,,6.0,50.0,,,,,,,,,,,0.0,,0.0,,1.0,,1646438400.0,1.0,-0.9700000286102295,-6.610000133514404,-16.079999923706055,0.3100000023841858,1013.5,5.860000133514404,16.950000762939453,281.0,0.0,1646430848.0,1646472320.0,0.10000000149011612,10076023.0,,0.0,,0.03999999910593033,16093.0,1.0,367.20001220703125,,,,0.0,1.1942880153656006,0.0,,,,,,,,,,,,""
6774983118,"Mar 5, 2022, 6:14:31 AM",영월 라이딩,Ride,천문대 라이딩 ,10477,32.60,175.0,109,false,"",자이언트,activities/7206452729.fit.gz,,9.899999618530273,10477.0,5340.0,32607.55859375,14.790234565734863,6.1062846183776855,191.0,699.0,184.60000610351562,616.5999755859375,48.275760650634766,-0.007360237650573254,,,,,,146.48658752441406,,82.42153930664062,959.0,,5.0,109.0,,,,,,,,,,,0.0,,0.0,,1.0,,1646460032.0,1.0,6.019999980926514,2.0199999809265137,-14.970000267028809,0.20999999344348907,1011.5,6.440000057220459,17.15999984741211,280.0,0.0,1646430720.0,1646472320.0,0.10000000149011612,10076023.0,,0.0,,0.10000000149011612,16093.0,3.0,374.5,,,,0.0,3.1122992038726807,0.0,,,,,,,,,,,,""
6776065886,"Mar 5, 2022, 12:09:44 PM",제천 라이딩 후 복귀 라이딩,Ride,"",1841,11.02,169.0,51,false,"",자이언트,activities/7207614011.fit.gz,,9.899999618530273,1841.0,1747.0,11023.8798828125,10.805999755859375,6.310177803039551,25.0,39.0,8.800000190734863,76.0,4.635058403015137,-0.553344190120697,,,,,,155.8958282470703,,75.87602233886719,405.0,,2.0,51.0,,,,,,,,,,,0.0,,0.0,,1.0,,1646481664.0,1.0,0.6100000143051147,-3.740000009536743,-14.5600004196167,0.3100000023841858,1018.2999877929688,4.300000190734863,10.460000038146973,297.0,0.0,1646431104.0,1646472576.0,0.10000000149011612,10076023.0,,0.0,,0.0,16093.0,0.0,381.5,,,,0.0,5.987985134124756,0.0,,,,,,,,,,,,""
6817490687,"Mar 11, 2022, 11:54:38 PM",평화누리 라이딩,Ride,"",39426,131.28,175.0,419,false,"",자이언트,activities/7252335989.tcx.gz,,9.899999618530273,39426.0,20643.0,131283.53125,17.118515014648438,6.359711647033691,942.5999755859375,1045.0,22.399999618530273,256.79998779296875,45.79313278198242,-0.07799912244081497,,,,,,147.6268768310547,,70.15435791015625,1614.739990234375,,,419.0,,,,,,5.0,,,,,1.0,372.0,0.0,,1.0,,1647039616.0,1.0,2.130000114440918,0.5799999833106995,-0.5199999809265137,0.8299999833106995,1019.5999755859375,1.559999942779541,1.6299999952316284,68.0,0.0,1647035392.0,1647077760.0,0.3100000023841858,10076023.0,,0.0,,0.27000001072883606,16093.0,0.0,340.20001220703125,,,,0.0,3.329871892929077,316.20001220703125,,,,,,,,,,,,""
6889656026,"Mar 27, 2022, 1:55:28 AM",한강 라이딩,Ride,서울-성남-양평-구리,28080,110.26,180.0,290,false,"",자이언트,activities/7330282083.fit.gz,,9.899999618530273,28080.0,19732.0,110264.9453125,11.41796875,5.588128089904785,578.0,667.0,-2.799999952316284,90.5999984741211,47.99998092651367,-0.012878073379397392,,,,,,139.86587524414062,,82.17845153808594,3062.0,,13.0,290.0,,,,,,,,,,,0.0,,0.0,,1.0,,1648342784.0,2.0,9.84000015258789,8.729999542236328,2.109999895095825,0.5899999737739563,1014.0999755859375,2.369999885559082,4.630000114440918,167.0,0.0,1648329984.0,1648374656.0,0.8299999833106995,10076023.0,,0.0,,0.6000000238418579,16093.0,3.0,371.3999938964844,,,,0.0,3.926814317703247,377.70001220703125,,,,,,,,,,,,""
6923189466,"Mar 31, 2022, 6:54:33 PM",터미널 점프 라이딩,Ride,"",4398,27.07,,,false,"",자이언트,activities/7366802288.fit.gz,,9.899999618530273,4398.0,4183.0,27075.51953125,11.216633796691895,6.472751617431641,60.0,70.0,9.199999809265137,24.600000381469727,11.624164581298828,-0.04727517440915108,,,,,,,,80.68798828125,883.0,,5.0,,,,,,,,,,,,,,0.0,,1.0,,1648749568.0,1.0,4.139999866485596,4.139999866485596,1.059999942779541,0.800000011920929,1028.9000244140625,1.25,2.1500000953674316,60.0,0.0,1648761472.0,1648806912.0,0.009999999776482582,10076023.0,,0.0,,0.1599999964237213,16093.0,0.0,350.79998779296875,,,,0.0,6.156325340270996,0.0,,,,,,,,,,,,""
6923189638,"Apr 1, 2022, 1:35:27 AM",섬진강 라이딩,Ride,"",28364,73.35,158.0,53,false,"",자이언트,activities/7366802453.fit.gz,,9.899999618530273,28364.0,15271.0,73356.34375,10.728124618530273,4.803637504577637,228.0,371.0,16.600000381469727,78.4000015258789,49.3818473815918,-0.015267936512827873,,,,,,112.34589385986328,,35.763946533203125,1498.0,,17.0,53.0,,,,,,,,,,,0.0,,0.0,,1.0,,1648774784.0,2.0,10.289999961853027,10.289999961853027,1.9500000476837158,0.5600000023841858,1030.0999755859375,0.8799999952316284,1.7799999713897705,58.0,0.0,1648761472.0,1648806656.0,0.009999999776482582,10076023.0,,0.0,,0.550000011920929,16093.0,4.0,330.29998779296875,,,,0.0,2.5862483978271484,0.0,,,,,,,,,,,,""
6958281223,"Apr 10, 2022, 1:52:11 AM",마리온 게시 라이딩,Ride,,27972,104.78,182.0,335,false,,예거 마리온 D8,activities/7404723372.fit.gz,,8.899999618530273,27972.0,15790.0,104786.0703125,12.009114265441895,6.636229991912842,587.0,643.0,16.200000762939453,204.8000030517578,47.34764099121094,0.031683601438999176,,,125.0,70.95104217529297,,148.54518127441406,,87.16702270507812,2934.0,,25.0,335.0,,,,,,,,,,,0.0,,0.0,,1.0,,1649552384.0,1.0,19.479999542236328,19.479999542236328,3.5,0.3499999940395355,1018.5999755859375,2.5199999809265137,5.159999847412109,200.0,0.0,1649538304.0,1649584896.0,0.28999999165534973,10653842.0,,0.0,,0.009999999776482582,16093.0,4.0,358.8999938964844,,,,0.0,3.746105670928955,232.3000030517578,,,,,,,,,,,,""
6989529435,"Apr 16, 2022, 12:37:42 AM",영종도 라이딩,Ride,,10636,51.60,,,false,,예거 마리온 D8,activities/7438591994.fit.gz,,8.899999618530273,10636.0,7632.0,51603.30078125,11.168017387390137,6.761438846588135,220.0,213.0,15.0,46.79999923706055,49.31972122192383,0.037206921726465225,,,145.0,68.5337905883789,,,,89.65071105957031,1867.0,,19.0,,,,,,,,,,,,0.0,,0.0,,1.0,,1650067200.0,1.0,10.460000038146973,10.460000038146973,4.670000076293945,0.6700000166893005,1019.2999877929688,2.190000057220459,4.050000190734863,267.0,0.0,1650056320.0,1650103808.0,0.49000000953674316,10653842.0,,0.0,,0.15000000596046448,16093.0,2.0,359.6000061035156,,,,0.0,4.8517584800720215,0.0,,,,,,,,,,,,""
6989529785,"Apr 16, 2022, 4:03:23 AM",영종도 복귀라이딩,Ride,,17420,91.31,,,false,,예거 마리온 D8,activities/7438592382.fit.gz,,8.899999618530273,17420.0,12009.0,91315.25,15.047656059265137,7.603901386260986,265.0,273.0,-38.79999923706055,73.19999694824219,46.55956268310547,0.07840968668460846,,,108.0,70.19193267822266,,,,115.39625549316406,3574.0,,20.0,,,,,,,,,,,,0.0,,0.0,,1.0,,1650081536.0,1.0,15.789999961853027,15.789999961853027,-0.3199999928474426,0.33000001311302185,1018.0,4.989999771118164,6.03000020980835,267.0,0.0,1650056320.0,1650103808.0,0.49000000953674316,10653842.0,,0.0,,0.10999999940395355,16093.0,7.0,364.3999938964844,,,,0.0,5.241977691650391,535.4000244140625,,,,,,,,,,,,""
7024540574,"Apr 22, 2022, 7:31:33 PM",한강 라이딩,Ride,"",4808,29.73,173.0,54,false,,예거 마리온 D8,activities/7476602714.fit.gz,,8.899999618530273,4808.0,4324.0,29732.650390625,11.159960746765137,6.876191139221191,81.0,76.0,13.199999809265137,35.599998474121094,31.501224517822266,0.03430572524666786,,,108.0,73.56246185302734,,138.01577758789062,,98.93350982666016,783.0,,10.0,54.0,,,,,,,,,,,,,0.0,,1.0,,1650653952.0,2.0,10.069999694824219,10.069999694824219,9.210000038146973,0.9399999976158142,1013.5999755859375,0.6200000047683716,0.8799999952316284,99.0,0.0,1650660480.0,1650708864.0,0.75,10653842.0,,0.0,,0.800000011920929,16093.0,0.0,344.3999938964844,,,,0.0,6.183995246887207,0.0,,,,,,,,,,,,""
7027420182,"Apr 23, 2022, 12:36:08 AM",옥천 길치 라이딩,Ride,,41671,141.98,171.0,338,false,,예거 마리온 D8,activities/7479722861.fit.gz,,8.899999618530273,41671.0,21978.0,141982.5625,16.825780868530273,6.4602131843566895,1039.0,1741.0,83.0,309.3999938964844,49.951210021972656,-0.002676387084648013,,,151.0,58.65582275390625,,141.79225158691406,,81.65342712402344,3245.0,,24.0,338.0,,,,,,,,,,,0.0,,0.0,,1.0,,1650672000.0,3.0,15.359999656677246,15.359999656677246,9.699999809265137,0.6899999976158142,1015.0999755859375,0.7900000214576721,1.2100000381469727,83.0,0.0,1650660480.0,1650708608.0,0.75,10653842.0,,0.0,,0.9100000262260437,16093.0,2.0,339.0,,,,0.0,3.407227039337158,0.0,,,,,,,,,,,,""
7028511523,"Apr 23, 2022, 2:51:08 PM",옥천 복귀 라이딩,Ride,,1697,11.26,163.0,21,false,,예거 마리온 D8,activities/7480905797.fit.gz,,8.899999618530273,1697.0,1649.0,11261.830078125,11.616003036499023,6.829490661621094,20.0,30.0,2.4000000953674316,23.200000762939453,5.37156867980957,-0.12431372702121735,,,117.0,65.45735931396484,,140.32907104492188,,79.95264434814453,327.0,,14.0,21.0,,,,,,,,,,,0.0,,0.0,,1.0,,1650722432.0,3.0,15.579999923706055,15.579999923706055,5.059999942779541,0.5,1011.2000122070312,1.2699999809265137,2.6700000762939453,212.0,0.0,1650660480.0,1650708864.0,0.75,10653842.0,,0.0,,0.9100000262260437,16093.0,0.0,346.8999938964844,,,,0.0,6.636317253112793,0.0,,,,,,,,,,,,""
7068854304,"May 1, 2022, 12:06:40 AM",동부 5고개,Ride,"",33384,121.04,181.0,351,false,,예거 마리온 D8,activities/7524686277.fit.gz,,8.899999618530273,33384.0,19779.0,121046.6171875,16.535938262939453,6.1199564933776855,1130.0,1315.0,17.399999618530273,560.4000244140625,49.7458610534668,0.028914477676153183,,,139.0,69.94882202148438,,144.15106201171875,,85.18312072753906,3579.0,,19.0,351.0,,,,,,,,,,,0.0,,0.0,,1.0,,1651363200.0,1.0,13.319999694824219,13.319999694824219,-0.3700000047683716,0.38999998569488525,1014.4000244140625,1.7300000190734863,5.579999923706055,248.0,0.0,1651351040.0,1651400576.0,0.019999999552965164,10653842.0,,0.0,,0.07999999821186066,16093.0,3.0,405.1000061035156,,,,0.0,3.625887155532837,1888.300048828125,,,,,,,,,,,,""
